,T_004,T_005,T_010,T_011,T_018,T_019,T_025,T_026,T_031,T_032,T_038,T_039,T_042,T_043,T_045,T_046,T_048,T_049,T_051,T_052,T_053,T_054,T_056,T_057,T_059,T_060,T_061,T_062,T_063,T_064,T_066,T_067,T_069,T_070,T_071,T_072,T_074,T_075,T_077,T_078,T_080,T_081,T_082,T_083,T_084,T_085,T_087,T_088,T_090,T_091,T_093,T_094,T_096,T_097,T_098,T_099,T_101,T_102
hsa-miR-2467-5p,1.806307222,0,0.899132299,1.555062566,1.763916593,0,1.19026695,2.024560473,0,0,0,1.917358032,0.655639076,0,0,1.017818034,1.599852161,0,0,0.532516817,1.551445767,1.869860966,0,0,2.979210666,0,0,2.241150313,1.423264888,0.86589672,0.266823721,1.051917137,1.4806702,0,0,0.955980866,1.412293712,0,0,0,0.903585219,1.828021658,0.969938712,1.267727019,1.986241342,0,0.676592885,0.643342625,0,0.911517684,1.232008545,0,2.719196975,1.382401708,0,0,2.297428685,0
hsa-miR-25-3p,3750.495895,2434.750813,2963.090492,2711.640349,2012.922819,1766.923166,3194.081359,1930.142334,4996.11949,2100.878581,6307.389862,2544.014548,6782.914061,2762.102507,4332.616496,2250.395672,2893.024969,2513.237057,5413.673484,2552.246601,7585.48379,2679.926288,4045.403166,4898.162366,7710.197204,2525.542692,6207.59334,3645.006869,4237.059572,2474.083403,2278.674577,2574.742513,5713.906301,2896.882781,8505.156532,3429.171651,12927.10952,2786.063158,9309.544778,1849.475671,5459.311299,3437.777529,7418.28526,3460.007353,4813.831148,5697.247554,9667.835736,3281.047388,10111.6258,4181.131618,4442.160811,6933.752157,5358.497545,2454.868953,1482.379083,3297.240817,5736.832588,2957.02905
hsa-miR-25-5p,8.549854184,5.375055453,8.541756841,8.552844112,2.057902692,1.597339008,6.070361443,4.601273802,6.38074009,3.080692985,7.033167358,4.473835407,8.19548845,4.406758012,10.5669608,5.699780988,4.43035983,3.329893418,11.39502647,5.112161445,15.3593131,2.700910284,3.557962327,3.827885563,8.937631999,7.071672439,11.21947151,3.809955532,4.269794664,3.896535239,5.603298141,2.805112366,2.07293828,4.558154945,9.815529754,4.711619982,15.27845016,0,6.283285836,6.691802178,10.99362017,4.387251978,5.819632275,3.296090249,3.855644957,7.418291087,3.382964426,6.218978709,20.20096088,4.557588421,12.16608438,8.177880355,42.70738778,3.870724782,5.962309033,2.393858475,4.748019282,4.411720286
hsa-miR-2681-3p,2.408409629,2.836834823,6.743492243,0,1.763916593,0,4.403987713,3.681019041,2.278835746,2.772623687,2.722516397,2.39669754,0,1.869533702,0,1.22138164,1.107589957,2.497420063,0.690607665,2.449577359,0,2.493147954,5.473788195,1.913942781,1.191684266,5.3515359,0,5.154645719,0.711632444,3.680061059,0.533647442,1.753195229,2.07293828,0,4.907764877,4.50676694,3.081368099,1.123865735,5.426474131,0,0,1.584285437,2.521840652,1.648045125,2.103079068,0,2.706371541,2.144475417,0,0.911517684,0.924006409,2.180768095,8.317543688,1.474561822,6.707597662,2.094626166,0,2.205860143
hsa-miR-2681-5p,0,1.642378055,0,0,0,1.597339008,2.142480509,0,0,0,0,1.438018524,0,1.335381216,0,0,0,0,0,0,0,0,0,1.531154225,0.595842133,1.911262821,1.682920726,0,1.423264888,2.597690159,0,0,0,1.402509214,3.97295252,0.887696518,2.182635737,1.123865735,1.71362341,0,1.656572902,1.706153547,0,1.648045125,1.285214986,0,3.382964426,1.501132792,0,0,2.002013886,0,2.159362304,1.751042163,0,0,0,1.323516086
hsa-miR-2682-3p,0,0,0,0.388765641,0,0,1.19026695,0,0,2.002450441,0,0,0.655639076,0.267076243,0,0,0,0.665978684,0,0,0,0,0,0.765577113,0,0,0,0,2.134897332,0,0,0,0,0,0,1.092549561,2.760392256,0,3.998454623,0,0.752987683,1.218681105,0,0,0,0,0,1.501132792,0,0,0,1.090384047,1.919433159,0,0,0,72.44558453,3.970548257
hsa-miR-2682-5p,0,0,0,0.388765641,2.057902692,2.662231681,0,0,1.823068597,2.15648509,0,2.556477376,1.966917228,1.602457459,0.975411766,1.628508854,1.599852161,3.995872102,0.863259581,2.449577359,1.551445767,4.15524659,0,0,0,0,2.243894301,1.568805219,0,0,0.800471163,5.259585687,2.36907232,2.805018428,0,6.623581714,1.990050231,0,0,4.153532386,0,2.681098431,0.969938712,3.169317548,2.687267697,2.163668234,2.029778655,6.43342625,0,0,1.386009613,1.635576071,0.879740198,1.290241594,0,0,10.72133386,3.0882042
hsa-miR-26a-1-3p,5.78018311,7.913276084,6.293926094,12.44050053,4.997763681,6.389356033,9.165055511,4.601273802,7.520157963,5.545247374,6.579414625,8.468331307,6.228571222,6.676906078,7.965862756,10.17818034,5.045687584,5.660818811,11.22237455,7.77474553,6.20578307,7.271681533,4.379030556,1.913942781,4.468815999,7.262798721,8.414603629,7.619911063,4.981427108,8.658967198,4.802826978,7.012780916,3.849742519,5.259409552,5.608874145,4.711619982,3.402343943,5.619328677,3.998454623,3.230525189,7.831071902,7.06835041,6.983558729,4.437044567,4.089320409,8.345577472,8.119114622,6.647873792,5.572678864,3.646070737,5.852040589,14.72018464,24.95263106,9.492491728,4.09908746,9.276201591,4.288533545,6.911695114
hsa-miR-26a-2-3p,322.1247879,206.4917137,115.5385004,148.1197094,103.7770929,141.0982791,169.2559602,136.5658064,185.0414626,145.8708129,223.9269736,200.3639143,123.2601463,193.8973525,132.8185688,204.5814247,124.5423374,159.5018947,231.8715234,165.8257369,93.86246893,173.0660205,76.63303473,122.492338,100.9952416,194.1843027,104.4813284,162.0351676,326.995108,160.1908932,158.4932903,158.1382097,181.5301665,113.9538736,59.12688162,38.78550942,28.05328874,68.55580986,19.42106531,20.30615833,35.3904211,51.0627383,31.62000202,47.53976321,83.77264952,48.52798752,42.62535177,40.53058538,27.16680946,33.72615432,59.13641017,41.97978582,55.42363246,63.03751788,45.08996206,159.4908209,67.39124142,141.1750491
hsa-miR-26a-5p,63432.81323,41312.3776,25449.93973,32528.02122,24504.03533,25207.34067,32447.3912,27540.83231,38537.61919,28259.35079,47808.97606,43460.27517,27709.92991,35076.85901,27801.83643,35188.41218,27882.71572,34286.91356,41509.66429,28992.23909,22853.57188,35162.73546,16631.01067,25259.06846,23974.60199,40812.91516,21876.42676,34572.20884,66441.56314,36531.96613,34513.11466,36430.69558,39655.90156,26656.79137,14177.59792,21929.1768,20536.61224,31109.72742,7732.725637,14850.95505,9969.858117,35979.0004,16874.02378,30612.31142,58792.86055,32598.4438,29628.67903,27116.2483,11757.65582,19555.7004,29912.24347,24976.88218,20692.20924,37185.50002,13260.54793,34397.35243,15633.23639,27285.46057
hsa-miR-26b-3p,20.95316377,41.20875848,22.02874133,29.15742311,15.28727714,17.57072909,14.28320339,18.58914616,18.68645312,20.17853905,37.88835319,29.39948982,5.900751684,18.42826078,8.778705894,18.3207246,22.7671269,24.64121129,32.63121216,17.57305497,13.3424336,19.32189665,14.23184931,12.2492338,18.47110613,23.12628014,10.79874132,17.70508747,13.16520021,27.70869503,14.40848093,21.38898179,15.10283604,19.28450169,11.91885756,15.97853733,7.061468561,19.1057175,21.70589653,17.30638494,7.228681756,18.03648036,21.72662716,20.66395041,16.00676846,13.60020033,18.2680079,19.51472629,14.62828202,16.40731832,23.10016022,29.9855613,10.55688237,36.95620566,10.80668512,27.23014015,8.423905177,27.35266577
hsa-miR-26b-5p,11280.74986,25616.91706,21776.53472,32337.13729,9298.780307,16636.81822,14685.27557,23663.43091,22591.23817,17873.56456,38728.2495,23359.81202,7634.91704,23060.56468,12115.75211,17843.57151,16725.71595,24356.8384,37562.15088,20347.57409,20772.15223,18439.53003,11423.24858,20874.99113,20653.08002,22881.25625,9764.025564,20795.85787,23254.72501,15255.58488,13093.30681,22994.55798,21181.57948,20237.5067,15161.95533,18924.18752,10682.39705,17217.62307,8871.428393,6687.648645,7499.907919,18490.6828,23435.65917,21823.92063,13301.85826,20785.12434,23383.05011,14364.55413,20553.43282,18890.29249,16666.1496,35316.9941,8733.340896,26208.49318,10611.04686,21186.24597,13148.33752,15298.66949
hsa-miR-27a-3p,7621.412272,1785.862174,3604.621387,1356.403323,4715.831012,1815.908229,8457.560836,1263.877888,1273.185532,1349.343528,1108.517926,1690.630445,1959.377379,1983.44172,7318.189343,2175.484265,1158.292964,1218.408002,1853.763624,1945.49694,664.7945113,1448.103437,1398.552884,1134.968069,807.6640116,1470.907867,3394.871834,1846.931973,2883.890479,2096.985381,3610.658592,1172.887608,5545.702166,1066.958884,1201.934989,912.8251583,2960.296011,1508.227817,3276.44796,1784.865167,1257.941223,1305.329332,1092.732953,971.4592147,3965.238744,1393.093247,2096.761351,946.571449,1473.276975,1370.011079,3033.975043,1450.755975,2389.134448,1449.955071,1606.842284,2082.656873,4012.382617,2180.125108
hsa-miR-27a-5p,11.6807867,57.03531065,101.6019498,20.604579,10.58349956,12.5124889,76.89124494,16.19648378,4.101904344,18.94626186,6.125661893,23.32785605,9.506766602,56.75370167,74.6190001,32.36661347,7.5069986,21.1448232,11.7403303,9.691806072,12.10127699,107.205362,7.115924654,4.210674119,28.6004224,36.50511989,46.70105014,64.99335907,28.10948154,117.9784281,16.00942326,46.63499309,10.06855736,9.11630989,7.71220195,16.38824342,29.52977762,19.1057175,10.28174046,20.30615833,5.572108853,96.88514786,20.5627007,43.99012756,8.178640818,45.74612837,6.089335966,22.08809679,4.876094006,7.292141474,40.34827985,21.26248892,39.90821443,45.52709625,6.334953348,52.06642183,15.00986741,40.1466546
hsa-miR-27b-3p,15410.57027,12366.65883,20067.28422,25806.65204,10510.59101,11801.93926,7345.851506,14929.66108,11991.00581,14748.04749,17557.50824,10228.3062,8197.455367,17904.52426,9995.532072,16715.21844,7416.422355,17620.46401,19828.55462,13037.50273,8662.342298,8966.606617,5483.914703,13610.8127,15522.87926,10199.45405,5994.002652,12954.07292,12012.71147,8544.668831,9010.370234,15190.38474,12787.95625,16635.51241,11586.06436,13924.20274,10428.44097,16710.75962,3187.053939,16869.80254,7577.315053,9177.643666,22337.10658,14146.43903,3342.259989,19426.03159,22834.33328,12570.27155,29379.16297,23799.72674,10531.82505,25355.79064,4466.920842,12090.1167,10343.86088,12047.09278,6297.405187,7756.245434
hsa-miR-27b-5p,8.429433702,8.958425756,21.12960903,16.71692258,6.761680274,8.519141378,6.784521612,19.14129902,10.25476086,12.32277194,9.075054656,6.870532947,5.572932146,11.21720221,9.428980405,13.02807083,8.614588558,14.98452038,23.82596443,10.22432289,10.54983122,9.141542499,5.473788195,9.18692535,11.02307947,8.409556414,6.871926297,10.30929144,12.80938399,8.009544658,6.670593025,11.92172756,8.587887159,11.22007371,10.04923284,9.423239965,6.09854103,16.85798603,1.71362341,7.153305776,4.216731024,7.799559073,14.35509294,10.52213426,2.103079068,7.109195625,7.442521737,5.361188542,17.41462145,9.115176842,15.55410788,5.99711226,11.19669343,12.16513503,17.51428279,8.378504663,3.829047808,11.17635806
hsa-miR-28-3p,710.8421021,1118.011534,612.3090957,1176.793597,672.9341803,732.9123816,808.9054189,729.2098721,1981.675565,968.41584,1908.937747,1101.04285,1203.097704,934.0991604,775.2897854,985.4514201,793.0344095,1037.594789,1373.618645,904.5330656,772.309703,1024.891572,752.098498,1344.35341,1203.005267,973.2150287,855.4847023,1075.976265,1207.996074,1109.213698,747.6400662,1020.710262,1180.982551,1115.345452,1749.968733,1033.551885,1231.648507,965.4006668,637.7535124,871.0880421,596.0650498,946.0621419,3257.248184,1290.165787,1489.447331,3048.299446,2377.547398,1777.341225,2936.105176,2218.634043,680.5307201,3829.428774,746.9794043,961.5986281,624.5518712,790.2725291,1010.255974,876.1676487
hsa-miR-28-5p,59.00603592,94.06347044,60.69143019,82.80708163,68.79274713,95.04167099,74.27265765,115.215896,218.3124645,111.98319,164.9391184,100.8210765,84.57744081,87.60100775,72.34303931,79.59337022,113.4664379,138.0240822,81.1464006,88.18478492,118.2201675,105.9587881,91.68595227,85.36184805,63.75510826,117.5426635,68.99974976,83.37079163,79.70283373,97.84632934,59.23486606,103.4385185,79.06778867,109.3957187,83.19829982,72.99596755,68.23946437,78.67060148,10.28174046,45.68885625,20.33066744,74.94888796,109.6030745,115.9970222,41.8279059,62.12818785,27.74030829,52.75409525,39.00875205,30.08008358,177.4092305,56.15477844,84.93491728,130.6830415,58.50515739,105.3297729,83.01375648,100.2931078
hsa-miR-2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898732362,0,0,0,1.957767976,0,0,0,0,0,0,0,0,0,0,0,0.799763816,0,0,0,0,0
hsa-miR-2909,3.251352999,0,0,1.166296924,0,0.798669504,3.451774154,1.472407617,2.050952172,1.848415791,0.907505466,1.278238688,5.245112608,0,0.325137255,0,2.092114364,1.331957367,2.935082575,1.171536998,4.188903572,2.077623295,2.463204688,0,0,1.911262821,3.646328239,1.344690188,0.355816222,0,3.468708373,0,2.36907232,1.402509214,4.674061788,1.570539994,1.54068405,0,0,2.769021591,4.517926097,1.706153547,8.147485184,2.281908634,8.061803092,0.927286386,2.706371541,2.358922958,2.089754574,0,4.004027772,4.906728213,3.518960791,1.290241594,2.608510202,1.196929238,0.918971474,0
hsa-miR-296-3p,13.12583248,2.986141919,5.394793795,4.665187697,4.997763681,4.525793857,3.927880933,2.760764281,2.734602896,3.850866232,0.907505466,3.834716064,3.606014918,2.403686188,4.064215692,3.460581314,2.584376567,3.66288276,4.661601737,3.195100903,3.258036111,3.739721931,1.915825868,3.827885563,2.979210666,2.484641668,3.926815027,4.482300625,4.269794664,4.329483599,4.269179536,3.857029504,1.77680424,1.753136517,1.869624715,5.394463458,6.09854103,3.371597206,4.569662426,6.922553977,4.517926097,4.630988199,1.939877425,3.042544846,2.687267697,3.090954619,2.029778655,3.216713125,0,5.469106105,4.004027772,5.99711226,8.717425596,3.686404555,17.51428279,3.890020022,5.820152668,5.294064343
hsa-miR-296-5p,34.07899625,6.121590933,4.945227645,3.498890773,12.64140225,7.188025537,3.451774154,2.024560473,1.367301448,4.621039478,2.268763664,3.19559672,0.983458614,4.139681769,3.088803926,4.681962954,2.338245466,4.661850785,6.388120898,3.72761772,1.396301191,4.986295909,1.368447049,2.679519894,0.8937632,3.440273079,3.926815027,4.258185594,11.3861191,4.978906139,8.004711629,6.311502824,1.18453616,3.856900338,2.337030894,6.896719105,10.39961734,2.247731471,11.99536387,7.384057576,1.807170439,4.509120089,1.163926455,2.66222674,2.103079068,3.090954619,2.029778655,4.074503292,2.786339432,3.646070737,3.850026704,2.180768095,1.519551251,3.409924213,31.67476674,7.480807735,14.55038167,4.1176056
hsa-miR-297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.412293712,0,0,0,1.505975366,0,0,0,0,0,0,0,0,0,0,0,0.799763816,0,0,0,0,0
hsa-miR-298,0.602102407,0,0,1.943828207,1.175944395,2.662231681,2.142480509,0,2.278835746,2.15648509,0,1.917358032,2.622556304,1.602457459,1.788254904,2.035636067,1.599852161,1.664946709,2.762430659,1.491047088,2.637457805,0,0,0,1.7875264,2.67576795,1.682920726,1.344690188,2.490713554,1.29884508,2.401413489,2.103834275,0,2.454391124,0,1.365686951,2.0542454,0,0,2.538269792,2.258963049,3.046702763,1.939877425,2.66222674,2.219916793,1.854572772,0.676592885,2.358922958,1.393169716,3.646070737,2.46401709,3.271152142,1.839456777,2.580483188,3.726443146,0,2.450590597,2.647032171
hsa-miR-299-3p,11.80120718,11.0487251,20.68004288,9.330375394,9.113569065,5.590686529,28.44738009,3.865069993,0.911534299,10.9364601,6.579414625,15.49864409,4.261653994,7.211058565,7.315588245,7.531853448,6.891670846,7.825249532,1.381215329,8.413765711,1.706590344,12.46573977,1.368447049,4.593462675,1.191684266,13.76109231,7.71338666,6.051105844,5.693059552,21.21446964,5.603298141,8.765976145,8.587887159,7.363173372,2.337030894,8.057553013,7.318249236,2.247731471,7.140097541,11.76834176,4.517926097,8.408899625,2.32785291,5.831544287,3.505131779,12.05472302,7.442521737,9.221244292,14.62828202,9.115176842,5.852040589,10.35864845,27.67182804,7.096328768,1.117932944,5.984646188,4.901181194,7.646981828
hsa-miR-299-5p,32.75437096,32.54894691,51.7001072,36.15520465,36.45427626,13.3111584,83.08063308,11.96331188,7.064390814,24.18343994,12.47820015,45.85681293,14.09624013,18.5617989,19.83337258,16.08152493,26.58215898,26.306158,3.453038324,21.30067269,8.532951721,21.60728227,11.49495521,16.84269648,4.170894933,38.22525643,15.42677332,19.04977766,16.01172999,33.33702371,25.88190094,25.94728939,19.2487126,14.72634674,10.04923284,15.43226255,19.45113613,5.619328677,15.42261069,12.69134896,6.174499,18.64582091,4.073742592,14.57886072,7.82812764,18.54572772,24.35734387,15.22577546,13.2351123,15.49580063,19.71213672,8.723072379,63.18134148,28.20099484,6.707597662,17.05624164,16.23516271,26.91149374
hsa-miR-29a-3p,17861.97001,24756.75888,16294.07552,17798.4686,19548.60564,13426.43303,30937.41855,10657.83848,31035.46403,24047.88944,44533.56196,29817.31409,16572.58892,17594.18167,36780.50174,18809.88795,21414.88263,14600.91666,31620.68049,14749.7573,23825.55265,22091.99178,19665.40516,29435.6744,26559.96101,21649.44736,21257.81315,23259.10618,37191.69061,28555.7585,20923.2489,19358.08044,41541.68312,16276.47005,12708.30659,22749.95466,21764.8584,18283.04778,9854.762626,25015.1103,4485.547627,20658.96023,14002.42323,22276.62595,49591.88963,34177.30342,28944.64363,24465.03335,24127.60973,17440.06785,12134.05216,29746.7672,14440.61544,13469.93792,15702.85877,17898.28135,12946.01064,16381.15859
hsa-miR-29a-5p,15.53424211,39.86499461,9.89045529,20.21581335,42.62798434,42.32948372,57.01378688,38.28259803,52.86898932,52.37178075,58.0803498,45.53725325,27.53684119,35.25406409,86.81164718,29.72028658,58.57920219,27.80461004,35.56629473,32.16401576,39.40672249,31.99539875,36.4006915,30.24029595,30.09002773,42.23890835,25.10356749,30.25552922,21.34897332,29.00754011,21.6127214,34.71326553,30.20567208,23.84265663,21.50068422,24.10437469,21.82635737,22.47731471,3.998454623,14.07585975,6.776889146,16.93966736,15.32503166,27.38290361,31.77986146,10.20015024,14.88504347,15.65467054,9.752188011,11.8497299,12.16608438,8.177880355,56.62327819,28.75395553,34.28327694,30.82092787,28.33495378,30.882042
hsa-miR-29b-1-5p,2.769671074,6.270898029,7.193058393,4.276422056,4.115805384,8.25291821,6.665494917,8.098241891,9.79899371,8.317871061,7.260043725,6.870532947,4.589473532,9.481206631,9.75411766,8.142544268,5.291818686,7.825249532,10.7044188,6.390201806,10.08439749,9.764829487,6.842235244,5.359039788,8.341789865,7.453925003,10.51825454,7.619911063,6.760508218,6.061277039,6.403769304,5.610224733,6.218814839,3.506273034,2.804437073,7.238140843,3.851710124,6.743194413,1.71362341,2.769021591,2.108365512,5.484064973,5.043681305,14.95917882,6.192399477,6.800100163,6.089335966,2.787818042,3.48292429,10.02669453,5.390037385,9.813456426,13.67596126,7.096328768,6.334953348,5.08694926,3.063238246,9.852841971
hsa-miR-29b-2-5p,12.88499152,17.31962313,20.23047673,20.604579,24.10686011,21.29785344,14.64028348,12.14736284,19.59798742,16.94381142,21.55325481,20.13225933,20.65263089,18.29472265,24.38529415,16.08152493,6.399408643,24.14172728,23.4806606,17.67955833,2.482313228,13.08902676,9.031750522,20.28779348,22.64200106,23.89078527,14.86579974,15.91216722,26.68621665,15.1531926,19.74495535,18.93450847,21.61778492,16.47948326,13.08737301,16.72966516,13.73776611,23.60118044,7.711305345,15.69112235,15.96333888,16.45219492,16.68294585,21.42458662,32.71456327,13.29110486,19.62119367,14.58243283,23.68388517,21.87642442,8.008055543,21.26248892,12.71624468,17.87906209,13.41519532,21.54472628,15.92883888,17.4998238
hsa-miR-29b-3p,3364.909513,4146.556668,2526.112194,2832.157698,5157.986105,5143.165384,5834.688587,2895.489578,6682.230059,3724.403785,7756.222338,4094.518077,2079.35933,4292.44938,5918.636028,3773.662141,2643.448032,2718.358492,7378.624942,4122.745198,1331.761047,2771.133951,3082.016443,3509.405484,2429.844219,3463.399359,3708.596306,3434.114624,2815.929581,3996.762784,4063.992094,2234.973278,5288.361685,2239.807214,1736.180251,2173.559068,1917.445495,3812.152575,414.1256574,2711.795145,738.8315145,1922.347575,2278.967999,2080.847129,4772.937944,1993.047539,2535.193541,1833.526481,2254.1486,1722.768423,2358.988362,1993.222039,4229.950824,2343.170895,4567.12872,3253.5529,2233.407005,2838.942004
hsa-miR-29c-3p,11941.73788,16259.69205,8486.909771,10762.19925,11520.43326,9516.413365,9081.855851,9057.883555,11890.50916,11696.46706,18507.66647,18219.53492,9024.871881,12395.80967,10011.13866,12794.9905,5843.767681,9059.807517,15518.81749,9599.787166,1709.072657,14864.1481,5443.95605,18028.95821,16309.09295,13607.23566,6973.602757,12068.81855,16027.03009,23296.30182,7460.924886,13201.20944,12077.53069,13363.45842,4964.554728,12568.96329,5299.182789,12954.80033,1593.384167,19156.32212,3050.202506,11298.27066,15940.55476,12004.61423,24227.5877,22682.04319,10662.42728,17477.90354,19592.8423,10260.04305,4384.41041,19982.37805,4573.449383,9337.662737,7973.470399,10195.74248,3035.669102,9116.967028
hsa-miR-29c-5p,220.4899016,329.6700678,209.9473918,236.7582756,247.5362952,189.2846725,137.7138861,204.1125058,232.8970133,172.2107379,249.7908794,225.9286881,153.0917242,226.2135779,155.7407453,224.3270946,135.9874337,244.7471662,311.9820125,177.8606169,32.73550569,185.5317603,119.8759615,218.9550542,218.971984,243.877136,82.88384575,162.0351676,202.1036141,179.4570952,137.68104,223.0064331,188.0451154,165.8467145,79.92645657,137.4563917,76.5848363,148.3502771,33.9868643,165.9105437,42.31790778,134.4205259,130.7477384,195.3567336,212.4109858,130.4382849,96.07618969,159.1200759,117.722841,59.24864948,68.68447639,122.6682053,101.7299574,284.129631,133.4066646,254.9459276,73.364556,177.6452702
hsa-miR-300,1.68588674,0,2.247830748,1.555062566,2.057902692,0,1.904427119,2.024560473,1.139417873,1.848415791,2.722516397,2.556477376,3.933834456,1.335381216,1.625686277,0,2.215179915,1.498452038,1.899171078,1.597550451,3.568325265,1.454336307,2.736894098,0,0.8937632,3.058020514,0,0,0.711632444,3.247112699,0,0,2.07293828,0,1.635921626,2.048530427,2.0542454,0,3.141642918,3.461276989,1.204780293,1.828021658,1.163926455,1.648045125,4.322995861,1.54547731,0.676592885,1.930027875,0,0,1.540010681,1.635576071,2.399291449,1.935362391,1.117932944,2.094626166,1.99110486,2.352917486
hsa-miR-301a-3p,73.81775513,23.88913535,27.87310127,13.99556309,48.21372021,31.14811066,66.77397587,23.74257282,33.72676905,24.33747458,53.3159461,24.28653507,138.339845,24.43747625,141.2721374,22.39199674,30.52025661,13.81905768,45.40745395,30.03394849,14.27330106,18.283085,18.88456927,17.60827359,12.5126848,15.67235514,30.71330325,15.91216722,12.80938399,20.5650471,17.34354186,16.48003515,17.7680424,13.67446483,107.9708273,15.63711559,11.94030138,17.98185177,2.570435115,22.15217273,41.41432256,5.605933083,24.6364433,5.577998884,9.697531256,8.963768396,20.29778655,10.293482,29.25656403,11.8497299,13.86009613,4.906728213,68.53975905,8.294410248,53.28813699,14.36315085,77.34676572,13.3822182
hsa-miR-301a-5p,9.392797554,3.28475611,5.844359944,5.44271898,2.057902692,1.597339008,5.594254663,2.024560473,2.050952172,2.464554388,3.403145496,3.19559672,10.81804475,3.872605525,19.50823532,2.849890494,3.199704322,3.496388089,7.769336228,2.769087449,4.188903572,2.908672613,3.010583507,1.531154225,3.277131733,3.058020514,5.89022254,4.034070563,6.404691996,3.247112699,6.403769304,3.506390458,6.218814839,2.454391124,18.69624715,2.731373903,4.108490799,3.371597206,1.71362341,3.461276989,15.6621438,2.193625989,2.715828395,1.521272423,9.931206708,4.945527391,4.736150196,2.144475417,2.089754574,3.646070737,2.618018158,2.725960118,7.197874346,2.211842733,2.608510202,2.992323094,10.10868621,4.411720286
hsa-miR-301b-3p,3.973875888,1.045149672,14.38611679,3.887656414,5.29174978,5.590686529,6.070361443,4.41722285,4.785555067,2.926658336,2.949392763,2.236917704,11.14586429,4.406758012,17.06970591,2.44276328,9.106850761,2.330925393,7.596684312,2.875590813,1.396301191,1.246573977,10.67388698,5.359039788,2.979210666,0.573378846,5.469492359,2.465265344,2.846529776,1.51531926,6.937416746,1.753195229,4.738144639,3.506273034,4.206655609,2.52652086,3.402343943,2.247731471,1.428019508,5.076539583,3.313145805,0,2.715828395,1.267727019,1.402052712,1.54547731,0,0,24.38047003,1.823035368,1.69401175,0.545192024,101.2500991,1.382401708,14.53312827,0.598464619,9.189714739,1.617630771
hsa-miR-301b-5p,0,1.493070959,0,0.388765641,0,0.532446336,0,3.128866185,0,0,0,0,0.983458614,0,6.99045099,6.310471808,1.969048813,0,2.24447491,2.769087449,2.327168651,0,1.642136459,0,3.575052799,0,0,0,0,0.86589672,0,2.805112366,0,0.701254607,0,1.570539994,0.962927531,0,0,2.538269792,2.710755658,0.853076774,0.969938712,1.648045125,3.855644957,1.54547731,0.676592885,2.144475417,2.786339432,0,0,0,5.518370332,0,0,0,2.756914422,0
hsa-miR-302a-5p,0,0,0,0,0,0,1.428320339,0,0,0,0,0,0,0,0,0,1.599852161,0,0,0,0,0,0,0,0,0,0,0,0.711632444,0,0,0,0,0,0,0.819412171,1.091317869,0,0,0,0,1.584285437,1.357914197,0,0,0,0.676592885,0.643342625,0,0,0,0,0.799763816,0,0,0,0,0
hsa-miR-302b-5p,5.178080703,3.135449015,4.495661496,0.388765641,4.115805384,2.129785344,3.451774154,3.128866185,2.506719321,2.310519739,1.588134565,1.438018524,3.27819538,3.471991161,0,1.628508854,2.338245466,1.498452038,14.15745713,6.922718623,1.551445767,5.194058238,2.189515278,1.148365669,3.575052799,3.822525643,3.225598058,4.706415657,2.134897332,1.0823709,10.93977256,2.103834275,1.4806702,1.753136517,1.635921626,2.048530427,1.861659893,1.123865735,1.999227312,0,2.560158122,2.193625989,6.595583244,7.98668022,1.635728164,0,1.35318577,0.643342625,1.393169716,1.823035368,5.390037385,3.816344166,7.357827109,3.686404555,2.981154517,2.094626166,2.297428685,1.764688114
hsa-miR-302c-5p,0,0,0,0,0,0,2.261507204,0,0,0,0,0,0,0,0,0,1.353721059,0,0,0,0.310289153,0,10.40019757,2.296731338,0,0,0,0,1.067448666,0,0,0,0,0,0,0.819412171,1.348098543,0,0.285603902,0,0,0,0.77595097,0,2.103079068,0,0,0,0,0,0,0,1.279622106,1.013761253,0,0,0,0
hsa-miR-302d-5p,0,0,0,0,0,0,0,0,0,0,0,0.958679016,0,0,0,0,0,0,0,0,0,0,0,0.765577113,0,0,0,0,0,0,0,0,0,0,0,1.092549561,0.898732362,0,3.998454623,0,2.861353195,0,0,1.521272423,1.16837726,0,0,0,0,0,1.540010681,0,1.99940954,0,0,0,0,0
hsa-miR-302f,1.68588674,0.895842576,3.146963047,2.72135949,16.16923544,13.57738157,28.44738009,13.80382141,8.659575836,9.704182904,22.00700754,13.74106589,15.07969875,14.28857901,9.266411777,13.02807083,11.44509623,18.14791913,7.078728563,7.348732077,83.31263771,19.52965897,18.61087986,16.07711936,16.38565866,18.34812309,8.975577204,7.171681001,9.251221772,15.58614096,33.61978884,30.50559698,4.442010599,18.58324708,7.011092682,8.194121709,12.64644824,20.22958324,0.856811705,10.61458276,8.885254658,8.896372067,7.371534214,19.14267799,1.402052712,2.472763696,1.35318577,11.15127217,1.393169716,0,9.240064088,0.545192024,17.35487481,13.54753674,13.78783964,10.77236314,6.892286054,11.61753009
