,T_004,T_005,T_010,T_011,T_018,T_019,T_025,T_026,T_031,T_032,T_038,T_039,T_042,T_043,T_045,T_046,T_048,T_049,T_051,T_052,T_053,T_054,T_056,T_057,T_059,T_060,T_061,T_062,T_063,T_064,T_066,T_067,T_069,T_070,T_071,T_072,T_074,T_075,T_077,T_078,T_080,T_081,T_082,T_083,T_084,T_085,T_087,T_088,T_090,T_091,T_093,T_094,T_096,T_097,T_098,T_099,T_101,T_102
hsa-miR-3064-3p,0,0,0,0,0,0,0,1.840509521,1.139417873,0,0,0,0,1.602457459,0,0,0,0,0,1.065033634,0.93086746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160833909,1.091317869,0,0,0,0.602390146,0,0,0,1.285214986,0,0,0,0,0,0,0,0,0,1.117932944,0,0,1.0294014
hsa-miR-3064-5p,1.445045778,1.940992247,1.348698449,3.498890773,2.939860989,0,2.261507204,2.208611425,2.734602896,1.540346493,2.268763664,1.278238688,3.27819538,2.003071824,2.76366667,3.460581314,1.845983262,1.331957367,3.62569024,1.917060542,1.861734921,1.246573977,0,0,2.6812896,2.484641668,3.085354664,1.568805219,3.202345998,1.51531926,2.66823721,2.103834275,2.9613404,0,4.674061788,1.843677384,4.814637655,2.247731471,0,1.846014394,3.011950732,1.340549216,2.715828395,2.281908634,3.154618601,2.472763696,5.412743081,1.28668525,0,3.646070737,1.848012818,2.180768095,1.839456777,1.65888205,3.353798831,2.992323094,4.748019282,2.647032171
hsa-miR-30a-3p,421.5921056,448.219902,450.914848,814.4640188,244.0084621,317.6042395,446.2310794,537.612831,743.1283369,514.9378325,493.6829733,394.496415,132.4390934,574.3474609,457.4681183,497.916582,480.570976,758.0502366,1224.792693,621.6601323,252.5753709,515.6661019,295.3108731,648.4438143,181.4339296,480.8737259,1040.605982,1034.739099,311.3391943,330.3395986,270.2924294,580.3076208,514.0886934,680.567596,456.4221336,667.1380758,311.218178,487.7577292,57.97759204,381.8942277,251.196691,565.711769,400.1967127,887.1553679,405.0763959,1306.546518,712.4523081,762.1465631,1101.997245,1305.293324,335.4143264,2031.930672,94.53208307,509.1846291,253.7707782,504.5056736,47.17386899,355.7317124
hsa-miR-30a-5p,26105.11323,8774.330106,7732.088206,11356.62192,8643.191307,8131.520445,15601.66209,8877.14552,13798.12256,10550.6033,12933.08727,9916.73552,4097.088586,11252.32274,17556.27381,13445.57979,13310.15465,11836.77213,23729.27936,10714.02535,5951.190819,10665.47919,6208.096882,13855.79737,3647.74554,8657.829455,17032.84067,16883.93,5484.907062,13016.59244,5881.061634,11503.76581,10479.59141,13660.79037,9310.497378,10524.52992,5083.551217,9510.151853,977.0509475,17482.21781,3050.654299,8123.48451,6272.787641,11559.00819,5551.427712,24648.19942,9251.054519,22514.41851,16789.08825,14851.35763,2762.317159,16416.27702,2166.640154,11359.47131,7533.750108,11955.82692,868.2748809,7845.362184
hsa-miR-30b-3p,1.445045778,8.361197372,4.046095346,6.609015904,2.351888791,4.259570689,3.689827543,5.153426658,7.975925112,4.929108777,7.260043725,4.953174915,5.245112608,3.872605525,3.413941181,3.664144921,4.184228728,5.827313481,11.04972264,2.769087449,4.809481879,4.36300892,3.831651737,4.210674119,5.064658133,8.791808978,4.067058421,4.930530688,0.711632444,6.061277039,3.201884652,6.66214187,4.145876559,4.207527641,2.103327804,4.643335635,4.04429563,6.743194413,0.571207803,3.230525189,2.108365512,7.06835041,7.371534214,8.620543729,5.374535395,6.181909239,3.382964426,8.149006584,15.32486688,9.115176842,3.234022431,12.53941654,25.11258383,7.925769792,8.570819235,2.393858475,2.144266772,6.470523086
hsa-miR-30b-5p,2245.601138,2403.993552,1604.501588,1579.943567,1503.150923,1880.068013,1833.963316,1576.948557,4163.432909,1707.628122,3171.504726,2362.983994,1975.440536,1195.566802,1821.256336,1569.882535,1331.323129,1752.522906,4154.695711,1780.52323,1856.925439,1908.296997,1691.674242,1226.071746,864.5669353,2244.395931,1577.177207,1319.141074,1252.117285,2511.533436,3083.948567,1638.536261,1717.873566,1617.443751,982.2540847,1824.626051,1639.287829,1391.34578,173.3615683,1719.562408,285.984722,1256.338351,1383.520579,1478.803568,1732.352963,1108.416327,1006.770213,1587.340704,1500.443784,1408.294822,1082.627509,1709.722186,7629.906759,1700.354101,3015.437794,1669.417054,1217.330879,1866.892968
hsa-miR-30c-1-3p,4.575978295,24.03844244,10.34002144,25.65853233,6.761680274,10.91514989,7.617708477,19.69345187,22.56047389,14.17118773,22.00700754,14.2204054,11.14586429,14.28857901,7.315588245,19.74566985,12.42962063,21.31131788,25.20717976,12.14138343,19.08278294,14.12783841,10.67388698,10.33529102,12.21476373,17.96587052,6.170709328,11.20575156,8.89540555,18.18383112,6.937416746,25.59665034,6.811082919,16.83011057,16.82662244,17.20765559,7.382444405,13.48638883,3.42724682,11.99909356,15.05975366,14.38043704,26.77030846,20.41040501,7.010263558,28.4367825,12.85526482,28.3070755,32.73948832,16.40731832,11.24207797,46.34132201,10.15700047,23.13218858,7.825530606,14.06391854,2.450590597,13.52927554
hsa-miR-30c-2-3p,31.1889047,36.28162431,27.42353512,61.03620571,19.10909643,19.43429127,32.73234111,33.68132423,49.67861927,31.5771031,30.4014331,22.2093972,12.12932291,33.25099227,26.49868631,23.81694198,34.33528868,41.45717305,72.68645671,31.95100903,15.3593131,34.28078437,20.25301632,33.3026044,10.42723733,29.43344745,55.25589716,52.89114738,16.72336243,32.90407535,15.2089521,36.81709981,23.09845512,40.3221399,39.49582211,44.79453201,11.23415453,35.96370353,5.426474131,47.76562244,17.77050932,32.17318117,24.6364433,46.3988089,15.07206665,113.4380345,26.38712252,84.27788388,94.03895582,84.77114463,23.25416129,125.9393575,8.077614543,33.9149219,19.75014867,30.22246325,2.603752509,23.38211751
hsa-miR-30c-5p,3909.932613,3622.936683,2628.16371,3948.69262,3104.493204,3426.02595,2828.550379,3802.308619,5782.089939,3053.890956,4581.314467,3482.081966,2680.580362,3085.131223,2859.094455,3265.567379,3443.127981,4826.514015,7691.470214,3935.725292,4135.068404,3020.033222,2917.802797,2638.561518,1788.718084,3917.515405,2579.917473,2935.682795,2356.215022,3330.455259,2099.102213,4032.699666,2619.305583,3670.71724,2959.615924,2977.60726,1620.735425,2852.371237,475.8161002,3186.220844,2051.590241,2006.070967,2959.670987,3004.132717,2109.505142,2449.890631,2154.948339,3079.252251,3118.610409,2619.701825,2257.501658,2917.867711,1929.030325,4754.540274,3668.683277,3857.4037,1004.282659,3586.87565
hsa-miR-30d-3p,60.93276362,54.04916873,44.95661496,52.87212724,35.86630406,42.86193006,61.53680129,47.48514563,102.319725,44.36197899,132.495798,60.87611751,71.13683975,56.48662542,65.51515695,65.75104497,38.51951741,40.45820503,135.877058,38.66072092,41.26845741,43.00680221,62.12749602,91.48646495,53.62579199,56.00000067,56.51808771,55.35641272,33.80254109,62.34456383,71.77558094,51.19330069,81.14072695,70.12546069,64.96945885,41.85830506,65.22229144,23.60118044,11.13855216,42.91983466,23.94500832,39.60713592,41.90135238,51.34294427,140.6726221,65.52823793,62.92313832,68.19431825,106.5774833,37.37222505,39.11627131,71.4201551,283.1963673,48.75270023,78.25530606,37.70327098,30.47922055,38.0878518
hsa-miR-30d-5p,15914.16873,12020.11706,9952.045853,13322.99853,6974.526209,6768.724048,10244.62763,7386.148757,22011.73024,8303.699873,24954.58529,11670.63878,15841.55135,9365.696156,14170.13186,10397.01121,6455.403469,10094.07241,25083.90629,8762.99024,9914.97961,9600.489485,8562.373184,11115.03131,14142.90887,11147.82266,10268.20056,9846.942129,11872.8757,11867.33102,29733.76817,10665.03722,13190.99468,10697.98966,10166.31809,10161.12062,19690.07055,7882.794269,9182.165438,10025.93493,2608.650529,9787.106087,9393.274467,10378.75433,15251.06205,20092.44141,13857.97547,19957.34602,19792.76215,11465.98095,5150.257722,18980.8603,33758.9904,10219.08207,17053.32177,9247.774522,8550.723241,8186.388162
hsa-miR-30e-3p,427.3722887,1336.597123,779.0981372,1736.227355,647.0634036,1365.724852,572.0422959,1611.366085,1998.994717,1241.519273,1887.838245,1454.475847,889.0465871,1882.086285,842.7557658,1758.178871,913.3925182,2002.098418,3030.213781,2016.321676,1395.835757,1506.484651,913.027871,1934.230575,1454.152726,1779.959066,892.0882281,1996.416699,1316.520021,997.296547,593.1491317,1940.436479,1188.385902,1965.266036,1745.294672,2084.243141,1462.751115,1976.879829,418.124112,887.2406681,1548.443871,1484.10985,2206.028608,2500.211227,1674.518289,2744.149511,3198.931161,1949.328154,2232.55447,2659.808603,1016.40705,4461.851522,687.6369291,1410.234062,559.7117605,1130.499665,370.0391802,996.0193832
hsa-miR-30e-5p,10746.68503,13431.06912,4892.178839,10435.24735,9629.514668,13940.7762,7923.488056,13899.5279,17561.39191,12112.51465,21529.43279,14558.49954,10986.544,13302.80059,10686.61131,15270.93465,11871.88756,11038.43019,24011.39259,13821.26098,12538.00897,11785.31814,9511.801747,13519.32623,7431.641007,11197.13324,4693.385417,10799.2069,9023.855206,15668.83409,4201.939958,13870.22873,7369.887852,14532.80047,13446.34095,11362.17401,5162.190299,9787.74669,1623.658181,13800.57286,5882.942169,5454.085418,11787.08321,8235.661806,5627.021721,10557.77369,8898.549626,15867.8314,10142.97212,7803.502895,3381.093451,8356.158147,8395.360708,10479.43439,9212.140101,9848.632999,2847.739436,7410.219506
hsa-miR-31-3p,0.481681926,0,0,0,0,2.928454849,7.617708477,2.392662377,0.227883575,0,0,0.79889918,0,1.73599558,2.926235298,0,0,0,0.863259581,1.065033634,1.396301191,0,1.915825868,0,0.8937632,0,0,1.344690188,0.711632444,0.64942254,1.334118605,0,0,0.701254607,0,1.160833909,0.641951687,0,0,0.230751799,0.602390146,0,0,0,0.701026356,4.018241005,0,0,0.696584858,0,1.848012818,0,1.599527632,0.921601139,0,0,0,0.441172029
hsa-miR-31-5p,18.66517463,30.16003338,255.3535729,10.88543796,24.9888184,24.22630829,456.4673751,8.466343795,3.41825362,8.163836411,4.537527328,14.85952475,21.30826997,46.33772818,145.4989218,15.67439772,1.353721059,10.48916427,1.381215329,49.31105727,1.241156614,20.15294596,6.294856425,4.976251231,1.489605333,20.25938591,29.03038252,54.90818266,7.11632444,6.710699579,83.24900095,9.116615191,61.89201435,7.012546069,3.505546341,3.209364336,5.328199005,29.22050912,11.70975997,20.53691013,8.734657122,16.33032681,2.32785291,2.155135932,17.9930098,114.3653209,23.0041581,8.577901667,2.089754574,10.02669453,79.92655437,11.99422452,37.02906469,20.45954528,4.09908746,40.09712946,8.423905177,27.7938378
hsa-miR-3115,0,0,0,0.388765641,0,0,0,0,0,0,0,0,1.311278152,1.73599558,0,2.035636067,1.845983262,0,0,1.065033634,0,0,0,0,0,0,1.682920726,0,0,0,0,1.051917137,0,0,2.804437073,0.955980866,1.155513037,0,0,0,0,0,0.77595097,1.648045125,1.16837726,0,0,0,0,0,0,0,1.759480396,0,0,0,2.297428685,1.470573429
hsa-miR-3116,1.324625296,3.28475611,0,0,0,0,1.904427119,0,3.874020769,1.386311843,0,0,0,1.602457459,1.300549021,1.017818034,2.092114364,2.164430722,1.899171078,1.704053815,2.016879498,2.077623295,0,0,0,1.720136539,1.402433938,0,0.711632444,0,0,2.805112366,1.18453616,0,0,1.98024608,3.659124618,3.371597206,0,1.615262595,1.656572902,1.828021658,1.939877425,1.521272423,1.16837726,3.400050081,2.706371541,3.002265584,0,0,0,1.635576071,2.559244212,1.013761253,0,0,0,1.764688114
hsa-miR-3117-3p,9.513218035,2.538220631,4.046095346,1.943828207,5.585735878,3.460901185,6.427441527,2.208611425,2.506719321,3.542796933,1.134381832,3.355376556,7.212029836,2.403686188,1.625686277,2.035636067,1.845983262,1.331957367,1.381215329,2.130067269,2.016879498,4.36300892,3.557962327,1.148365669,1.191684266,2.484641668,5.329248965,5.37876075,2.846529776,1.29884508,5.870121862,2.103834275,9.476289278,3.506273034,105.4000933,1.98024608,15.47103567,2.247731471,2.284831213,0.692255398,13.55377829,1.828021658,18.42883554,1.648045125,1.051539534,4.636431929,2.706371541,1.501132792,1.393169716,1.823035368,4.004027772,0.545192024,3.199055265,1.19808148,1.490577258,0.299232309,1.684781035,2.0588028
hsa-miR-3118,3.612614444,1.045149672,0.899132299,1.555062566,2.351888791,4.792017025,1.547347034,2.576713329,6.38074009,2.618589038,2.268763664,2.39669754,6.228571222,2.53722431,0,0,23.87471686,2.497420063,1.726519162,1.384543725,2.482313228,2.493147954,3.010583507,0,0.595842133,0.382252564,1.402433938,0,0.711632444,2.1647418,0,0,1.18453616,1.753136517,3.97295252,2.594805208,1.925855062,4.495462942,0,0,0,2.924834652,10.86331358,0,2.103079068,0,2.029778655,2.5733705,2.089754574,1.823035368,1.078007477,1.090384047,1.439574869,1.290241594,4.471731775,0.598464619,0.918971474,1.911745457
hsa-miR-3119,0,0.597228384,0.899132299,0,0,1.33111584,1.309293644,0,0,1.540346493,0,0,0,1.335381216,0,0,2.461311017,0.998968025,0,1.171536998,1.551445767,0,0,0,1.191684266,0,0,0,0.355816222,0.86589672,0,0,0,1.05188191,0,1.160833909,1.412293712,1.123865735,0,0,0,0,2.715828395,0,0,0,0,0,0.696584858,0.911517684,0,0.545192024,1.279622106,0,0,0,0,0.735286714
hsa-miR-3120-3p,3.010512036,3.28475611,3.146963047,0,2.351888791,0,2.142480509,0.736203808,1.367301448,2.618589038,2.268763664,1.917358032,0,2.804300553,0,0,1.353721059,1.165462696,1.035911497,1.491047088,0.775722884,1.246573977,1.915825868,1.913942781,0.297921067,0.955631411,1.963407513,2.241150313,1.77908111,1.51531926,0.800471163,0,2.07293828,0,0.233703089,1.229118256,2.439416412,1.123865735,0.856811705,0,0.150597537,2.43736221,1.163926455,2.02836323,1.869403616,0,0,1.28668525,0,1.823035368,1.848012818,2.180768095,1.039692961,2.580483188,0.372644315,1.795393856,0,2.794089514
hsa-miR-3121-3p,1.324625296,0,0,0,0,0,0,0,0,0,0,1.757578196,0,0.801228729,0,0,1.845983262,0,2.24447491,0,0,1.038811648,0,0,0,2.102389104,2.664624482,0,0,0,0,0,0.59226808,0,0,1.433971299,1.54068405,0,0,0,1.807170439,1.706153547,1.939877425,1.901590529,2.336754519,0,0,1.072237708,0,0,1.540010681,0,1.119669343,1.290241594,0,0,0,1.617630771
hsa-miR-3121-5p,0,0,0,0,0,2.662231681,1.309293644,1.840509521,0,0,0,0,0,0.934766851,0,2.239199674,0.492262203,0,0,1.278040361,0,0,0,0,0,0,0,0,0.711632444,0,0,0.701278092,0,1.05188191,0,1.707108689,1.091317869,0,0,0,0,0,2.715828395,0,1.16837726,0,0,0,0,0,0,0,1.759480396,0,0,0,0,1.470573429
hsa-miR-3122,0,0,1.798264598,0,1.469930494,0.532446336,2.737613984,0,0,1.540346493,0,0.479339508,0,0.133538122,0.487705883,0,1.845983262,1.331957367,3.280386407,1.597550451,2.482313228,2.077623295,0,0,3.872973866,0,0,2.913495406,0.711632444,1.73179344,1.867766047,0,0.88840212,1.05188191,0,2.048530427,2.311026075,0,0,2.99977339,2.409560585,1.949889768,1.357914197,2.535454038,1.402052712,0.618190924,5.412743081,1.930027875,0.696584858,0,1.848012818,3.271152142,2.079385922,1.65888205,0,0,0,1.617630771
hsa-miR-3123,2.890091555,3.135449015,1.348698449,0.777531283,8.819582966,25.8236473,13.45001653,28.89599947,2.96248647,11.39856405,4.310650962,12.46282721,10.49022522,5.341524863,9.75411766,5.496217381,11.81429288,13.153079,3.107734491,14.05844397,11.01526495,36.56617,29.01107743,15.31154225,13.10852693,9.556314107,8.554847023,5.37876075,3.913978442,11.47313154,20.54542652,16.8306742,3.553608479,8.415055283,2.103327804,15.43226255,4.108490799,7.867060148,6.85449364,9.460823769,29.06532456,16.45219492,4.073742592,12.17017938,139.6210825,1.854572772,6.089335966,14.79688038,4.179509148,8.203659158,1.540010681,3.271152142,7.43780349,10.22977264,15.2784169,9.87466621,3.522723983,7.646981828
hsa-miR-3124-3p,0,0.447921288,0,0,0,0,0,0,0,0,0,0,0,2.003071824,0.487705883,0,0,0,0,0,2.016879498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955980866,0.641951687,3.371597206,0,2.769021591,0,1.340549216,0,0,0,1.54547731,0.676592885,0.214447542,0,0,0,0,1.119669343,1.013761253,0,0,0,1.0294014
hsa-miR-3124-5p,1.445045778,1.343763863,0,0,0,2.662231681,1.547347034,1.104305712,0,1.078242545,0,0.639119344,0,1.201843094,0,2.035636067,2.215179915,1.997936051,1.726519162,1.278040361,1.861734921,2.285385625,1.094757639,0.765577113,0,0.955631411,0,1.79292025,0.711632444,0,2.66823721,3.155751412,0.29613404,2.454391124,0.934812358,1.707108689,1.604879218,3.371597206,3.42724682,0,2.108365512,2.924834652,1.745889682,2.66222674,1.635728164,0,3.382964426,4.717845917,4.876094006,0,2.002013886,6.542304284,1.119669343,1.290241594,0,0,0,1.764688114
hsa-miR-3125,1.204204815,1.493070959,4.495661496,0,0.881958297,0,1.785400424,1.840509521,1.139417873,3.234727635,0,1.757578196,0,2.270148067,0,0.814254427,2.584376567,1.498452038,3.280386407,1.810557178,2.482313228,0,0,0,0,1.911262821,1.402433938,2.913495406,1.423264888,0,2.401413489,1.402556183,0,0,0,2.048530427,1.861659893,1.123865735,0,0,3.463743341,2.071757879,2.521840652,2.281908634,1.285214986,0,5.412743081,2.5733705,0,0,1.232008545,2.725960118,1.519551251,2.488323074,0,0,0,2.352917486
hsa-miR-3126-3p,0,0,0,0,0,0,0,0,1.823068597,0,0,0.319559672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682920726,0,0,0,0,0,0,0,0,0.751127823,1.283903375,0,0,0,0,0,0,0,0,0,0,0,0,0,1.540010681,0,0,0,0,0,0,0
hsa-miR-3126-5p,0,0.74653548,0,0,0,0,1.428320339,0,0,2.002450441,0,0,0,0,0,0,0,1.997936051,0,0,0,0,2.736894098,0,0,0,0,0,0.355816222,0,0,0,0,0,0,1.502255647,0.962927531,2.247731471,0,0,1.505975366,0,0,0,1.635728164,0,0,0,0,0,0,1.090384047,0,0,0,0,0,0
hsa-miR-3127-3p,2.287989148,0,1.798264598,0,0.587972198,0,0,1.472407617,0,1.848415791,0,0,0,1.468919337,1.788254904,0,1.599852161,0.832473354,0,1.278040361,0,1.038811648,0,0,1.7875264,0,1.402433938,0,0,2.1647418,0,0,1.4806702,0,0,1.570539994,1.925855062,0,0,1.384510795,1.807170439,0.974944884,1.163926455,1.901590529,2.570429971,1.854572772,2.029778655,2.144475417,0,0.911517684,0,3.271152142,1.519551251,1.013761253,0,0,0,2.352917486
hsa-miR-3127-5p,1.324625296,1.642378055,2.247830748,1.943828207,2.057902692,1.33111584,1.19026695,0,3.41825362,2.15648509,0,0,2.622556304,2.403686188,2.11339216,0,0.615327754,2.330925393,1.208563413,2.023563905,2.016879498,2.285385625,0,0,0,0,1.542677332,0,3.202345998,0,0,0,0.88840212,3.506273034,4.440358698,1.775393037,2.632001918,1.123865735,0,2.538269792,2.861353195,3.046702763,1.939877425,0,1.518890438,1.54547731,0.676592885,2.144475417,2.089754574,0,0,2.725960118,1.359598487,1.474561822,0,0,2.450590597,1.323516086
hsa-miR-3128,1.806307222,2.986141919,2.697396897,2.332593849,2.057902692,2.396008512,2.380533899,3.312917137,3.190370045,2.618589038,3.403145496,1.438018524,2.950375842,1.335381216,0,0,3.938097626,1.664946709,2.24447491,1.597550451,5.895493916,1.246573977,1.915825868,0,4.170894933,1.911262821,3.786571633,0,2.134897332,1.73179344,0,0,3.553608479,2.103763821,5.375171056,2.663089555,4.04429563,0,0,0,2.258963049,2.071757879,5.625644532,2.155135932,2.103079068,0,5.412743081,2.358922958,2.786339432,1.823035368,2.002013886,1.090384047,2.719196975,1.566721936,2.608510202,1.196929238,3.369562071,1.617630771
hsa-miR-3129-3p,1.083784333,0.895842576,2.697396897,0,1.469930494,0,2.261507204,0,2.278835746,0,0,2.077137868,0,1.201843094,0,0.61069082,5.537949787,0,2.071822994,1.597550451,9.153530028,2.077623295,1.368447049,1.913942781,2.383368533,2.67576795,2.103650907,2.241150313,3.55816222,1.94826762,2.935060931,1.753195229,4.738144639,0,1.402218536,2.389952165,2.952977762,3.371597206,2.284831213,0,1.505975366,1.584285437,1.939877425,1.394499721,1.518890438,0,2.706371541,2.144475417,0,2.734553053,3.388023499,0,3.838866318,2.304002847,0.745288629,0,0,1.911745457
hsa-miR-3129-5p,0,0,0,0,0,0,0,0,0.227883575,0,0,0,0,0,0,0,1.599852161,0,0,0,4.654337302,1.246573977,0,0,0,0,0,2.465265344,0,0,2.401413489,0,1.77680424,0,0,1.229118256,1.091317869,0,0,0,0,1.584285437,0.77595097,0,1.75256589,0,0.676592885,0.214447542,0,0,0,0,1.99940954,0,0,0,0,0
hsa-miR-3130-3p,1.445045778,2.239606439,0,0.777531283,0,0,1.666373729,1.288356664,0,0,0,0,0.655639076,1.068304973,0,0,1.353721059,0,1.208563413,1.704053815,0,0,0,0,0,0,0,0,1.423264888,0,0,0,0,0,0,1.570539994,1.54068405,1.123865735,0,0,2.710755658,2.193625989,1.55190194,1.521272423,1.75256589,0,3.382964426,2.144475417,0,0,0,0,0,1.013761253,0,0,1.99110486,2.0588028
